#,Publish,ProjectTitle-es,Tag,ProjectTitle-es,Job,projectText1,projectText2,slug,SimpleName,Imagesfolder,href,thumbnail,IMG#,Images,Video links,Vid#,Videos,Cliente/Client,Año/Year,Producción/Production,,row
22,FALSE,Matchbox Adventures S2,Serie,Matchbox Adventures S2,Lookdev/Iluminación/SetDressing,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.",22-matchbox-adventures-s2,matchbox-adventures-s2,../projects/22-matchbox-adventures-s2/,..projects/22-matchbox-adventures-s2.html,matchbox-adventures-s2-thumb.jpg,4,"matchbox-adventures-s2-1.jpg, matchbox-adventures-s2-2.jpg, matchbox-adventures-s2-3.jpg, matchbox-adventures-s2-4.jpg",,1,matchbox-adventures-s2-1.mp4,Relish – Mattel,2014–2019,InsertCoin Animation,,"<a href=""#"" class=""work-wrapper w-inline-block""><div class=""work-title-wrapper""><div class=""projecttitle"">Matchbox Adventures S2</div><div class=""projecttitle hide"">—</div><div class=""projecttitle light-text"">Lookdev/Iluminación/SetDressing</div></div><div class=""project-card-thumbnail-wrapper""><img loading=""lazy"" src=""../projects/22-matchbox-adventures-s2/matchbox-adventures-s2-thumb.jpg"" alt="""" class=""work-photo thumb""><img loading=""lazy"" src=""../projects/22-matchbox-adventures-s2/matchbox-adventures-s2-2.jpg"" alt="""" class=""work-photo second-photo""></div><img loading=""lazy"" src=""../projects/22-matchbox-adventures-s2/matchbox-adventures-s2-3.jpg"" alt="""" class=""work-bg""><div class=""overlay-main _01 less full""></div></a>"
23,FALSE,Matchbox Adventures S3,Serie,Matchbox Adventures S3,Lookdev Carros/Iluminación/SetDressing,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.",23-matchbox-adventures-s3,matchbox-adventures-s3,../projects/23-matchbox-adventures-s3/,..projects/23-matchbox-adventures-s3.html,matchbox-adventures-s3-thumb.jpg,4,"matchbox-adventures-s3-1.jpg, matchbox-adventures-s3-2.jpg, matchbox-adventures-s3-3.jpg, matchbox-adventures-s3-4.jpg",,1,matchbox-adventures-s3-1.mp4,Relish – Mattel,2016–2018,InsertCoin Animation,,"<a href=""#"" class=""work-wrapper w-inline-block""><div class=""work-title-wrapper""><div class=""projecttitle"">Matchbox Adventures S3</div><div class=""projecttitle hide"">—</div><div class=""projecttitle light-text"">Lookdev Carros/Iluminación/SetDressing</div></div><div class=""project-card-thumbnail-wrapper""><img loading=""lazy"" src=""../projects/23-matchbox-adventures-s3/matchbox-adventures-s3-thumb.jpg"" alt="""" class=""work-photo thumb""><img loading=""lazy"" src=""../projects/23-matchbox-adventures-s3/matchbox-adventures-s3-2.jpg"" alt="""" class=""work-photo second-photo""></div><img loading=""lazy"" src=""../projects/23-matchbox-adventures-s3/matchbox-adventures-s3-3.jpg"" alt="""" class=""work-bg""><div class=""overlay-main _01 less full""></div></a>"
24,FALSE,Matchbox Adventures S5,Serie,Matchbox Adventures S5,Lookdev Carros/Iluminación/SetDressing,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.",24-matchbox-adventures-s5,matchbox-adventures-s5,../projects/24-matchbox-adventures-s5/,..projects/24-matchbox-adventures-s5.html,matchbox-adventures-s5-thumb.jpg,4,"matchbox-adventures-s5-1.jpg, matchbox-adventures-s5-2.jpg, matchbox-adventures-s5-3.jpg, matchbox-adventures-s5-4.jpg",,1,matchbox-adventures-s5-1.mp4,Relish – Mattel,2016–2018,InsertCoin Animation,,"<a href=""#"" class=""work-wrapper w-inline-block""><div class=""work-title-wrapper""><div class=""projecttitle"">Matchbox Adventures S5</div><div class=""projecttitle hide"">—</div><div class=""projecttitle light-text"">Lookdev Carros/Iluminación/SetDressing</div></div><div class=""project-card-thumbnail-wrapper""><img loading=""lazy"" src=""../projects/24-matchbox-adventures-s5/matchbox-adventures-s5-thumb.jpg"" alt="""" class=""work-photo thumb""><img loading=""lazy"" src=""../projects/24-matchbox-adventures-s5/matchbox-adventures-s5-2.jpg"" alt="""" class=""work-photo second-photo""></div><img loading=""lazy"" src=""../projects/24-matchbox-adventures-s5/matchbox-adventures-s5-3.jpg"" alt="""" class=""work-bg""><div class=""overlay-main _01 less full""></div></a>"
25,FALSE,Frank,Serie,Frank,Iluminación/SetDressing,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.",25-frank,frank,../projects/25-frank/,..projects/25-frank.html,frank-thumb.jpg,4,"frank-1.jpg, frank-2.jpg, frank-3.jpg, frank-4.jpg",,1,frank-1.mp4,InsertCoin Animation,2016–2018,InsertCoin Animation,,"<a href=""#"" class=""work-wrapper w-inline-block""><div class=""work-title-wrapper""><div class=""projecttitle"">Frank</div><div class=""projecttitle hide"">—</div><div class=""projecttitle light-text"">Iluminación/SetDressing</div></div><div class=""project-card-thumbnail-wrapper""><img loading=""lazy"" src=""../projects/25-frank/frank-thumb.jpg"" alt="""" class=""work-photo thumb""><img loading=""lazy"" src=""../projects/25-frank/frank-2.jpg"" alt="""" class=""work-photo second-photo""></div><img loading=""lazy"" src=""../projects/25-frank/frank-3.jpg"" alt="""" class=""work-bg""><div class=""overlay-main _01 less full""></div></a>"
26,FALSE,"Barbie ""SLAY CITY!"" Music video",Video Musical,"Barbie ""SLAY CITY!"" Music video",Iluminación/SetDressing/Compositing,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.",26-barbie-slay-city-music-video,barbie-slay-city-music-video,../projects/26-barbie-slay-city-music-video/,..projects/26-barbie-slay-city-music-video.html,barbie-slay-city-music-video-thumb.jpg,4,"barbie-slay-city-music-video-1.jpg, barbie-slay-city-music-video-2.jpg, barbie-slay-city-music-video-3.jpg, barbie-slay-city-music-video-4.jpg",,1,barbie-slay-city-music-video-1.mp4,Relish – Mattel,2017 (No construido),InsertCoin Animation,,"<a href=""#"" class=""work-wrapper w-inline-block""><div class=""work-title-wrapper""><div class=""projecttitle"">Barbie ""SLAY CITY!"" Music video</div><div class=""projecttitle hide"">—</div><div class=""projecttitle light-text"">Iluminación/SetDressing/Compositing</div></div><div class=""project-card-thumbnail-wrapper""><img loading=""lazy"" src=""../projects/26-barbie-slay-city-music-video/barbie-slay-city-music-video-thumb.jpg"" alt="""" class=""work-photo thumb""><img loading=""lazy"" src=""../projects/26-barbie-slay-city-music-video/barbie-slay-city-music-video-2.jpg"" alt="""" class=""work-photo second-photo""></div><img loading=""lazy"" src=""../projects/26-barbie-slay-city-music-video/barbie-slay-city-music-video-3.jpg"" alt="""" class=""work-bg""><div class=""overlay-main _01 less full""></div></a>"
27,FALSE,North²,Web,North²,Modelado 3D/Animación/Lookdev,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.",27-north,north,../projects/27-north/,..projects/27-north.html,north-thumb.jpg,4,"north-1.jpg, north-2.jpg, north-3.jpg, north-4.jpg",,1,north-1.mp4,North²,2014–2017,Tactil Lab,,"<a href=""#"" class=""work-wrapper w-inline-block""><div class=""work-title-wrapper""><div class=""projecttitle"">North²</div><div class=""projecttitle hide"">—</div><div class=""projecttitle light-text"">Modelado 3D/Animación/Lookdev</div></div><div class=""project-card-thumbnail-wrapper""><img loading=""lazy"" src=""../projects/27-north/north-thumb.jpg"" alt="""" class=""work-photo thumb""><img loading=""lazy"" src=""../projects/27-north/north-2.jpg"" alt="""" class=""work-photo second-photo""></div><img loading=""lazy"" src=""../projects/27-north/north-3.jpg"" alt="""" class=""work-bg""><div class=""overlay-main _01 less full""></div></a>"
28,FALSE,The Frenchie Co,Publicidad,The Frenchie Co,Modelado 3D/Animación/Lookdev,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.",28-the-frenchie-co,the-frenchie-co,../projects/28-the-frenchie-co/,..projects/28-the-frenchie-co.html,the-frenchie-co-thumb.jpg,4,"the-frenchie-co-1.jpg, the-frenchie-co-2.jpg, the-frenchie-co-3.jpg, the-frenchie-co-4.jpg",,1,the-frenchie-co-1.mp4,The Frenchie Co,2013–2016,Tactil Lab,,"<a href=""#"" class=""work-wrapper w-inline-block""><div class=""work-title-wrapper""><div class=""projecttitle"">The Frenchie Co</div><div class=""projecttitle hide"">—</div><div class=""projecttitle light-text"">Modelado 3D/Animación/Lookdev</div></div><div class=""project-card-thumbnail-wrapper""><img loading=""lazy"" src=""../projects/28-the-frenchie-co/the-frenchie-co-thumb.jpg"" alt="""" class=""work-photo thumb""><img loading=""lazy"" src=""../projects/28-the-frenchie-co/the-frenchie-co-2.jpg"" alt="""" class=""work-photo second-photo""></div><img loading=""lazy"" src=""../projects/28-the-frenchie-co/the-frenchie-co-3.jpg"" alt="""" class=""work-bg""><div class=""overlay-main _01 less full""></div></a>"
29,FALSE,Okraa FEP '24,Evento,Okraa FEP '24,Visuales en vivo/Interactividad,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.",29-okraa-fep-24,okraa-fep-24,../projects/29-okraa-fep-24/,..projects/29-okraa-fep-24.html,okraa-fep-24-thumb.jpg,4,"okraa-fep-24-1.jpg, okraa-fep-24-2.jpg, okraa-fep-24-3.jpg, okraa-fep-24-4.jpg",,1,okraa-fep-24-1.mp4,Okraa,2013–2015,Articular Lab,,"<a href=""#"" class=""work-wrapper w-inline-block""><div class=""work-title-wrapper""><div class=""projecttitle"">Okraa FEP '24</div><div class=""projecttitle hide"">—</div><div class=""projecttitle light-text"">Visuales en vivo/Interactividad</div></div><div class=""project-card-thumbnail-wrapper""><img loading=""lazy"" src=""../projects/29-okraa-fep-24/okraa-fep-24-thumb.jpg"" alt="""" class=""work-photo thumb""><img loading=""lazy"" src=""../projects/29-okraa-fep-24/okraa-fep-24-2.jpg"" alt="""" class=""work-photo second-photo""></div><img loading=""lazy"" src=""../projects/29-okraa-fep-24/okraa-fep-24-3.jpg"" alt="""" class=""work-bg""><div class=""overlay-main _01 less full""></div></a>"
30,FALSE,Teatropedia,Serie,Teatropedia,Animación 2D,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.",30-teatropedia,teatropedia,../projects/30-teatropedia/,..projects/30-teatropedia.html,teatropedia-thumb.jpg,4,"teatropedia-1.jpg, teatropedia-2.jpg, teatropedia-3.jpg, teatropedia-4.jpg",,1,teatropedia-1.mp4,Teatro Mayor Julio Mario Santo Domingo,2012–2015,,,"<a href=""#"" class=""work-wrapper w-inline-block""><div class=""work-title-wrapper""><div class=""projecttitle"">Teatropedia</div><div class=""projecttitle hide"">—</div><div class=""projecttitle light-text"">Animación 2D</div></div><div class=""project-card-thumbnail-wrapper""><img loading=""lazy"" src=""../projects/30-teatropedia/teatropedia-thumb.jpg"" alt="""" class=""work-photo thumb""><img loading=""lazy"" src=""../projects/30-teatropedia/teatropedia-2.jpg"" alt="""" class=""work-photo second-photo""></div><img loading=""lazy"" src=""../projects/30-teatropedia/teatropedia-3.jpg"" alt="""" class=""work-bg""><div class=""overlay-main _01 less full""></div></a>"
31,FALSE,Soul Collector,Proyecto personal,Soul Collector,Modelado 3D/Animación,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.",31-soul-collector,soul-collector,../projects/31-soul-collector/,..projects/31-soul-collector.html,soul-collector-thumb.jpg,4,"soul-collector-1.jpg, soul-collector-2.jpg, soul-collector-3.jpg, soul-collector-4.jpg",,1,soul-collector-1.mp4,,2011–2015,Proyecto Personal,,"<a href=""#"" class=""work-wrapper w-inline-block""><div class=""work-title-wrapper""><div class=""projecttitle"">Soul Collector</div><div class=""projecttitle hide"">—</div><div class=""projecttitle light-text"">Modelado 3D/Animación</div></div><div class=""project-card-thumbnail-wrapper""><img loading=""lazy"" src=""../projects/31-soul-collector/soul-collector-thumb.jpg"" alt="""" class=""work-photo thumb""><img loading=""lazy"" src=""../projects/31-soul-collector/soul-collector-2.jpg"" alt="""" class=""work-photo second-photo""></div><img loading=""lazy"" src=""../projects/31-soul-collector/soul-collector-3.jpg"" alt="""" class=""work-bg""><div class=""overlay-main _01 less full""></div></a>"
32,FALSE,Adidas Making Strides competition,Proyecto personal,Adidas Making Strides competition,Modelado 3D/Animación,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.",32-adidas-making-strides-competition,adidas-making-strides-competition,../projects/32-adidas-making-strides-competition/,..projects/32-adidas-making-strides-competition.html,adidas-making-strides-competition-thumb.jpg,4,"adidas-making-strides-competition-1.jpg, adidas-making-strides-competition-2.jpg, adidas-making-strides-competition-3.jpg, adidas-making-strides-competition-4.jpg",,1,adidas-making-strides-competition-1.mp4,,2011–2014,Proyecto Personal,,"<a href=""#"" class=""work-wrapper w-inline-block""><div class=""work-title-wrapper""><div class=""projecttitle"">Adidas Making Strides competition</div><div class=""projecttitle hide"">—</div><div class=""projecttitle light-text"">Modelado 3D/Animación</div></div><div class=""project-card-thumbnail-wrapper""><img loading=""lazy"" src=""../projects/32-adidas-making-strides-competition/adidas-making-strides-competition-thumb.jpg"" alt="""" class=""work-photo thumb""><img loading=""lazy"" src=""../projects/32-adidas-making-strides-competition/adidas-making-strides-competition-2.jpg"" alt="""" class=""work-photo second-photo""></div><img loading=""lazy"" src=""../projects/32-adidas-making-strides-competition/adidas-making-strides-competition-3.jpg"" alt="""" class=""work-bg""><div class=""overlay-main _01 less full""></div></a>"
33,FALSE,GITS Mask,Proyecto personal,GITS Mask,Modelado 3D/Animación,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.",33-gits-mask,gits-mask,../projects/33-gits-mask/,..projects/33-gits-mask.html,gits-mask-thumb.jpg,4,"gits-mask-1.jpg, gits-mask-2.jpg, gits-mask-3.jpg, gits-mask-4.jpg",,1,gits-mask-1.mp4,,2011–2014,Proyecto Personal,,"<a href=""#"" class=""work-wrapper w-inline-block""><div class=""work-title-wrapper""><div class=""projecttitle"">GITS Mask</div><div class=""projecttitle hide"">—</div><div class=""projecttitle light-text"">Modelado 3D/Animación</div></div><div class=""project-card-thumbnail-wrapper""><img loading=""lazy"" src=""../projects/33-gits-mask/gits-mask-thumb.jpg"" alt="""" class=""work-photo thumb""><img loading=""lazy"" src=""../projects/33-gits-mask/gits-mask-2.jpg"" alt="""" class=""work-photo second-photo""></div><img loading=""lazy"" src=""../projects/33-gits-mask/gits-mask-3.jpg"" alt="""" class=""work-bg""><div class=""overlay-main _01 less full""></div></a>"
34,FALSE,P3 - Catsuka,Proyecto personal,P3 - Catsuka,Modelado 3D/Animación,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.",34-p3-catsuka,p3-catsuka,../projects/34-p3-catsuka/,..projects/34-p3-catsuka.html,p3-catsuka-thumb.jpg,4,"p3-catsuka-1.jpg, p3-catsuka-2.jpg, p3-catsuka-3.jpg, p3-catsuka-4.jpg",,1,p3-catsuka-1.mp4,,2011–2013,Proyecto Personal,,"<a href=""#"" class=""work-wrapper w-inline-block""><div class=""work-title-wrapper""><div class=""projecttitle"">P3 - Catsuka</div><div class=""projecttitle hide"">—</div><div class=""projecttitle light-text"">Modelado 3D/Animación</div></div><div class=""project-card-thumbnail-wrapper""><img loading=""lazy"" src=""../projects/34-p3-catsuka/p3-catsuka-thumb.jpg"" alt="""" class=""work-photo thumb""><img loading=""lazy"" src=""../projects/34-p3-catsuka/p3-catsuka-2.jpg"" alt="""" class=""work-photo second-photo""></div><img loading=""lazy"" src=""../projects/34-p3-catsuka/p3-catsuka-3.jpg"" alt="""" class=""work-bg""><div class=""overlay-main _01 less full""></div></a>"
35,FALSE,Chandasma,Cine,Chandasma,Generalista/UVs/Lookdev/Iluminación,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.",35-chandasma,chandasma,../projects/35-chandasma/,..projects/35-chandasma.html,chandasma-thumb.jpg,4,"chandasma-1.jpg, chandasma-2.jpg, chandasma-3.jpg, chandasma-4.jpg",,1,chandasma-1.mp4,,2010–2012,Timbo Estudio/In My House,,"<a href=""#"" class=""work-wrapper w-inline-block""><div class=""work-title-wrapper""><div class=""projecttitle"">Chandasma</div><div class=""projecttitle hide"">—</div><div class=""projecttitle light-text"">Generalista/UVs/Lookdev/Iluminación</div></div><div class=""project-card-thumbnail-wrapper""><img loading=""lazy"" src=""../projects/35-chandasma/chandasma-thumb.jpg"" alt="""" class=""work-photo thumb""><img loading=""lazy"" src=""../projects/35-chandasma/chandasma-2.jpg"" alt="""" class=""work-photo second-photo""></div><img loading=""lazy"" src=""../projects/35-chandasma/chandasma-3.jpg"" alt="""" class=""work-bg""><div class=""overlay-main _01 less full""></div></a>"
